1,11,2009	1000:1000	13,7875	756,15	761,175		59,25	
1,11,2010	1000:1000	5,4875	761,85	768,037		67,125	
1,11,2011	1000:1000	5,775	761,7	766,888		53,875	
1,11,2012	1000:1000	14,45	759,975	765,888		47,25	
1,11,2013	1000:1000	9,3375	766,212	772,325	-0,2875	59,5	
1,11,2014	1000:1000	3,775	758,463	764,625	-0,95	56,5	
1,11,2015	1000:1000	2,7625	767,713	773,975	0,9375	59	
1,11,2016	1000:1000	8,15	756,55	762,675	-0,175	74,625	
1,11,2017	1000:1000	13,4375	754,9	760,863	0,1	64,25	
1,11,2018	1000:1000	1,4625	774,188	780,513	0,55	60,75	
1,11,2019	1000:1000	6,6875	762	768,125	0,3375	53,75	
1,11,2020	1000:1000	9,0625	760,113	766,188	-0,15	47,375	
1,11,2021	1000:1000	6,65	768,387	774,575	-0,625	53,25	
1,11,2022	1000:1000	12,1	752,462	758,4	-0,857143	60,875	
1,12,2005	1000:1000	-2,95	761,413	767,775		90	
1,12,2006	1000:1000	-11,6875	769,462	776,125		74,625	
1,12,2007	1000:1000	-0,2	765,45	771,737		64,625	
1,12,2008	1000:1000	3,5	765,725	771,938		61,125	
1,12,2009	1000:1000	1,25	766,75	772,975		81,625	
1,12,2010	1000:1000	5,075	756,1	762,225		62,125	
1,12,2011	1000:1000	-2,5125	764,375	770,763		81	
1,12,2012	1000:1000	3,6	765,962	772,15		69,75	
1,12,2013	1000:1000	3,7	763,425	769,663	1,8	75,625	
1,12,2014	1000:1000	-5,275	760,962	767,4	-1,0125	62	
1,12,2015	1000:1000	1,4375	759,6	765,825	-0,2125	95,875	
1,12,2016	1000:1000	4,7375	755,637	761,8	-0,025	54	
1,12,2017	1000:1000	-2,15	768,225	774,525	0,45	77,125	
1,12,2018	1000:1000	-4,5875	776,375	782,862	-0,8625	56,75	
1,12,2019	1000:1000	2,4625	756,625	762,812	-0,1875	53,25	
1,12,2020	1000:1000	-6,775	768,325	774,812	-0,1875	61,25	
1,12,2021	1000:1000	11,3125	750,688	756,638	-1,35	47,375	
1,12,2022	1000:1000	-8,1625	770,462	777,025	0,325	50	
2,1,2006	1000:1000	-13,5125	779,325	786,1		66,125	
2,1,2007	1000:1000	-7,8625	775,125	781,637		70,5	
2,1,2008	1000:1000	-10,4375	766	772,6		62,75	
2,1,2009	1000:1000	-6,8	753,737	760,088		83,75	
2,1,2010	1000:1000	0,85	753,663	759,8		85,75	
2,1,2011	1000:1000	-3,425	759,125	765,438		50,5	
2,1,2012	1000:1000	0,75	755,1	761,45		64,25	
2,1,2013	1000:1000	-1,075	759,387	765,7		70,5	
2,1,2014	1000:1000	-4,1	763,95	770,337	-0,1375	67,75	
2,1,2015	1000:1000	-3,3875	761,05	767,413	0,1875	66,125	
2,1,2016	1000:1000	1,3875	754,013	760,2	-1,0375	87,25	
2,1,2017	1000:1000	1,6625	757,4	763,625	-0,1125	70,25	
2,1,2018	1000:1000	1,9	754,088	760,325	-0,9	71,375	
2,1,2019	1000:1000	-5,15	764,887	771,288	-0,357143	84,875	
2,1,2020	1000:1000	3,7875	759,725	765,9	0,4875	79,25	
2,1,2021	1000:1000	-7,2	770,538	777,05	0	63,125	
2,1,2022	1000:1000	-4,4625	755,7	762,012	-0,7875	93,875	
2,1,2023	1000:1000	4,0625	764,587	770,825	-0,414286	75,5	
2,2,2005	1000:1000	-10,325	756,538	763,038		71,875	
2,2,2006	1000:1000	-1,7375	762,375	767,762		78,625	
2,2,2007	1000:1000	1,475	763,112	769,375		68,25	
2,2,2008	1000:1000	-4,8375	764,388	770,512		70	
2,2,2009	1000:1000	-0,5	758,062	764,362		84,875	
2,2,2010	1000:1000	-1,5875	759,3	765,613		86,75	
2,2,2011	1000:1000	0,3	755,375	761,625		82,5	
2,2,2012	1000:1000	-12,5857	762,971	769,714		70,7143	
2,2,2013	1000:1000	-1,87143	756,5	762,786	1,2	81,2857	
2,2,2014	1000:1000	-20,8125	780,275	787,238	-0,1625	74,625	
2,2,2015	1000:1000	-6,2375	766,913	773,387	-0,0625	58,75	
2,2,2016	1000:1000	2,275	762,175	768,4	-0,514286	55,125	
2,2,2017	1000:1000	-4,7125	760	766,375	-0,4125	63,25	
2,2,2018	1000:1000	-3,025	763,15	769,538	0,371429	88,25	
2,2,2019	1000:1000	-1,675	761,362	767,663	-0,05	74,25	
2,2,2020	1000:1000	2,675	752,55	758,737	0,4625	76,625	
2,2,2021	1000:1000	0,9875	766,275	772,562	0,1125	61,625	
2,2,2022	1000:1000	0,625	762,7	768,962	0,6	68,125	
2,2,2023	1000:1000	0,925	752,987	759,175	0,816667	96,375	
2,3,2005	1000:1000	12,8375	754,4	760,375		61,625	
2,3,2006	1000:1000	9,3375	755,175	761,225		68,625	
2,3,2007	1000:1000	-1,275	765,9	772,188		46,75	
2,3,2008	1000:1000	8,1875	755,863	761,938		57,875	
2,3,2009	1000:1000	6,0375	754,637	760,75		74,25	
2,3,2010	1000:1000	1,775	758,775	764,988		64,375	
2,3,2011	1000:1000	-10,1	766,438	772,975		62	
2,3,2012	1000:1000	5,6	747,812	753,887		56,5714	
2,3,2013	1000:1000	9,5625	749,75	755,725	0,1375	55,625	
2,3,2014	1000:1000	-1,75	762,925	769,25	-0,05	61,75	
2,3,2015	1000:1000	2,7125	756,888	763,1	-0,2125	60,25	
2,3,2016	1000:1000	3,275	766,175	772,375	0,2	58	
2,3,2017	1000:1000	2,5	768,075	774,312	0,1875	54	
2,3,2018	1000:1000	-1,8125	760,837	767,138	-0,075	87,625	
2,3,2019	1000:1000	4,3875	747,163	753,263	0,871429	81,5	
2,3,2020	1000:1000	5,75	759,35	765,462	0,75	70,875	
2,3,2021	1000:1000	-0,75	764,688	771	0,45	61,25	
2,3,2022	1000:1000	5,675	763,05	769,212	-0,075	71,25	
2,3,2023	1000:1000	7,625	754,888	760,938	-0,125	60,875	
2,4,2005	1000:1000	9,0625	755,825	761,9		50,375	
2,4,2006	1000:1000	13,75	760,012	765,938		49	
2,4,2007	1000:1000	10,725	759,35	765,363		60,75	
2,4,2008	1000:1000	16,4	752,725	758,562		29,375	
2,4,2009	1000:1000	12,9375	753,25	759,2		46,375	
2,4,2010	1000:1000	13,55	753,35	759,7		46,625	
2,4,2011	1000:1000	7,075	764,5	770,637		67	
2,4,2012	1000:1000	15,4	757,35	763,275		59,25	
2,4,2013	1000:1000	6,9875	766,912	773,037	-0,4625	49,25	
2,4,2014	1000:1000	5,7375	760,788	766,95	0,075	77,625	
2,4,2015	1000:1000	4,8875	754,775	760,9	-0,35	63,75	
2,4,2016	1000:1000	10,7	761,45	767,487	-0,0125	61	
2,4,2017	1000:1000	4,975	762,538	768,625	0,3625	46,125	
2,4,2018	1000:1000	8,9625	763,225	769,312	-0,6875	39,25	
2,4,2019	1000:1000	12,5	751,562	757,475	-1,26667	66,875	
2,4,2020	1000:1000	16,7875	754,963	760,887	-0,1875	53,375	
2,4,2021	1000:1000	9,9	760,088	766,15	-1,6	39,875	
2,4,2022	1000:1000	17,7	760,45	766,312	-0,1375	30,5	
2,4,2023	1000:1000	11,35	752,1	758,038	0,671429	70,5	
2,5,2005	1000:1000	25,975	752,475	758,112		44,5	
2,5,2006	1000:1000	8,8	764,325	770,425		53,625	
2,5,2007	1000:1000	19,1375	758,625	764,45		43,875	
2,5,2008	1000:1000	20,5625	751,787	757,538		31,375	
2,5,2009	1000:1000	23,1625	749,188	754,913		35,75	
2,5,2010	1000:1000	16,425	760,325	766,225		51,5	
2,5,2011	1000:1000	25,7	751,35	756,987		37,125	
2,5,2012	1000:1000	15,3625	753,863	759,75		46,375	
2,5,2013	1000:1000	23,5625	760,2	766	-0,4875	43,75	
2,5,2014	1000:1000	25,85	756,15	761,85	-0,15	42,625	
2,5,2015	1000:1000	23,9125	752,363	758,037	-0,4625	42,125	
2,5,2016	1000:1000	19,5625	756,275	762,1	0,3875	45	
2,5,2017	1000:1000	19	763,175	769,012	-0,1	26,125	
2,5,2018	1000:1000	19,875	764,312	770,175	-0,025	34,125	
2,5,2019	1000:1000	16,5875	758,488	764,388	0,0875	44,25	
2,5,2020	1000:1000	20,8	753,013	758,763	-0,1875	46,75	
2,5,2021	1000:1000	18,55	757,188	763,038	-0,2625	38	
2,5,2022	1000:1000	18,025	750,312	756,113	-0,15	90,875	
2,5,2023	1000:1000	24,5	753,425	759,075	0,375	27,75	
2,6,2005	1000:1000	26	752,188	757,812		39,375	
2,6,2006	1000:1000	26,4	757,4	763,112		45,25	
2,6,2007	1000:1000	28,6125	748,8	754,425		38,125	
2,6,2008	1000:1000	25,4125	754,25	759,925		33,75	
2,6,2009	1000:1000	17,925	757,763	763,65		47,375	
2,6,2010	1000:1000	24,1125	757,05	762,8		43,375	
2,6,2011	1000:1000	23,875	749,85	755,575		32,875	
2,6,2012	1000:1000	30,9625	752,213	757,775		44,625	
2,6,2013	1000:1000	25,975	748,087	753,7	0,0875	50,75	
2,6,2014	1000:1000	20,0375	762,825	768,7	0,25	51,125	
2,6,2015	1000:1000	29,85	756,575	762,2	0,2	47,875	
2,6,2016	1000:1000	24,75	747,95	753,637	-0,1125	49,5	
2,6,2017	1000:1000	27,875	748,012	753,612	-0,3875	28,625	
2,6,2018	1000:1000	18,725	753,112	758,912	1,7	35,375	
2,6,2019	1000:1000	27,325	752,975	758,6	0,314286	45,625	
2,6,2020	1000:1000	31,3	749,863	755,4	-0,125	41,125	
2,6,2021	1000:1000	30	749,6	755,162	-1,38778e-17	30,125	
2,6,2022	1000:1000	23,775	756,025	761,737	0,5375	34,875	
2,6,2023	1000:1000	29,5625	751,575	757,138	-0,025	29,75	
2,7,2005	1000:1000	31,9625	748,8	754,35		36,25	
2,7,2006	1000:1000	30,2125	746,35	751,887		43,75	
2,7,2007	1000:1000	30,5625	750,6	756,175		40,125	
2,7,2008	1000:1000	23,075	749,686	755,438		50,875	
2,7,2009	1000:1000	26,1375	747,45	753,112		31,875	
2,7,2010	1000:1000	29,3	748,312	753,712		46,25	
2,7,2011	1000:1000	28,9375	753,075	758,925		45,375	
2,7,2012	1000:1000	30,825	752,087	757,637		48,625	
2,7,2013	1000:1000	26,075	744,725	750,587	0,45	47,625	
2,7,2014	1000:1000	24,875	765,175	770,95	-0,075	46,75	
2,7,2015	1000:1000	32,4	750,875	756,35	0,0375	38	
2,7,2016	1000:1000	27,725	749,213	754,837	0,15	37,25	
2,7,2017	1000:1000	31,1125	752,863	758,425	-1,38778e-17	36	
2,7,2018	1000:1000	29,8625	753,763	759,375	0,125	34,5	
2,7,2019	1000:1000	23,6	752,3	758	0,725	49,75	
2,7,2020	1000:1000	22,4125	756,075	761,838	0,771429	45	
2,7,2021	1000:1000	33,5625	749,212	754,762	-0,1	33,375	
2,7,2022	1000:1000	27,3	749,925	755,55	-0,4125	26,5	
2,7,2023	1000:1000	26,925	750	755,65	0,7125	44,75	
2,8,2005	1000:1000	25,5714	747,225	752,888		66,1429	
2,8,2006	1000:1000	26,6125	751,45	757,075		39,625	
2,8,2007	1000:1000	29,55	750,614	756,113		39,75	
2,8,2008	1000:1000	33,425	748,575	754,075		41	
2,8,2009	1000:1000	27,1875	747,525	753,137		52	
2,8,2010	1000:1000	27,8625	753,775	759,413		42,75	
2,8,2011	1000:1000	34,4125	748,487	754		42,25	
2,8,2012	1000:1000	24,95	754,062	759,737		48,5	
2,8,2013	1000:1000	27,9125	752,362	757,975	0,1625	51,125	
2,8,2014	1000:1000	25,4	754,175	759,862	-0,2375	39,125	
2,8,2015	1000:1000	30,55	751,438	757,013	0,05	47,375	
2,8,2016	1000:1000	28,275	754,087	759,737	-6,93889e-18	43,5	
2,8,2017	1000:1000	29,325	751,15	756,763	-0,1375	43,875	
2,8,2018	1000:1000	24,8625	750,962	756,612	0,0875	43	
2,8,2019	1000:1000	25,4	749,213	754,888	0,4	37,5	
2,8,2020	1000:1000	28,5	749,5	755,113	0,0375	45,5	
2,8,2021	1000:1000	30,2375	751,138	756,712	-0,05	32,875	
2,8,2022	1000:1000	27,725	750,375	756	-0,0875	42	
2,8,2023	1000:1000	31,25	750,437	755,975	2,08167e-17	36,5	
2,9,2005	1000:1000	23,925	754,175	759,875		44,375	
2,9,2006	1000:1000	20,3875	758,25	764		41,875	
2,9,2007	1000:1000	27,1	753,95	759,612		43,875	
2,9,2008	1000:1000	19,225	758,337	764,188		59,875	
2,9,2009	1000:1000	18,725	759,413	765,263		48,5	
2,9,2010	1000:1000	28,9625	753,513	759,1		37,375	
2,9,2011	1000:1000	23,3	753,612	759,337		43,875	
2,9,2012	1000:1000	22,1143	756,257	762,043		46	
2,9,2013	1000:1000	20,6875	757,275	763,112	-0,0125	50,5	
2,9,2014	1000:1000	21,75	758,675	764,45	0,075	58,75	
2,9,2015	1000:1000	19,2375	753,562	759,35	0,25	48,75	
2,9,2016	1000:1000	22,7375	749,487	755,212	-0,0666667	54,375	
2,9,2017	1000:1000	29,1	753,65	759,237	-0,1125	39,375	
2,9,2018	1000:1000	16,1625	762,438	768,4	0,1625	36,875	
2,9,2019	1000:1000	18,4625	755,662	761,513	-0,0375	48,375	
2,9,2020	1000:1000	25,45	754,85	760,55	-0,0142857	44,5	
2,9,2021	1000:1000	23,7375	752,562	758,287	-0,5125	42	
2,9,2022	1000:1000	26,3625	756,325	762,013	0,275	35	
2,9,2023	1000:1000	21,8	754,2	759,962	-0,2375	48,875	
2,10,2005	1000:1000	16,4	757,888	763,8		52,875	
2,10,2006	1000:1000	18,9625	754,937	760,813		40,25	
2,10,2007	1000:1000	11,6625	762,525	768,562		50,75	
2,10,2008	1000:1000	14,55	756,075	762,025		64,875	
2,10,2009	1000:1000	14,9143	760,314	766,229		62,4286	
2,10,2010	1000:1000	19,575	752,225	758,025		48,375	
2,10,2011	1000:1000	14,6375	751,863	757,737		64,625	
2,10,2012	1000:1000	17,3625	761,2	767,075		50,75	
2,10,2013	1000:1000	15,7875	758,712	764,612	-0,7375	51,75	
2,10,2014	1000:1000	16,5	759,188	765,1	0,1625	53,25	
2,10,2015	1000:1000	18,1	756,712	762,625	-0,1	45,375	
2,10,2016	1000:1000	13,075	768,487	774,5	0,4125	54,125	
2,10,2017	1000:1000	13,1625	755,325	761,325	-0,1	48,5	
2,10,2018	1000:1000	20,425	760,362	766,2	0,125	51	
2,10,2019	1000:1000	12,125	760,225	766,238	-0,025	40	
2,10,2020	1000:1000	13,9	760,512	766,462	0,3125	47	
2,10,2021	1000:1000	8,2375	767,688	773,812	-2,77556e-17	47,625	
2,10,2022	1000:1000	9,825	762,463	768,562	-0,3625	33,125	
2,10,2023	1000:1000	15,775	756,688	762,6	1,38778e-17	51,375	
2,11,2005	1000:1000	6,6375	763,287	769,438		65,25	
2,11,2006	1000:1000	14,075	757,7	763,637		73,625	
2,11,2007	1000:1000	9,925	757,329	763,45		44,375	
2,11,2008	1000:1000	6,7375	767,95	774,087		66,375	
2,11,2009	1000:1000	14,9625	755	760,938		54,375	
