7,2,2023	1000:1000	-0,375	758,15	764,425	-0,95	74,75	
7,3,2005	1000:1000	2,475	757,688	763,85		77,375	
7,3,2006	1000:1000	6,95	762,35	768,487		49,125	
7,3,2007	1000:1000	2,4875	762,125	768,375		50,5	
7,3,2008	1000:1000	9,0875	757,6	763,65		52,25	
7,3,2009	1000:1000	1,6125	760,662	766,888		70,875	
7,3,2010	1000:1000	9,4875	750,688	756,675		70,375	
7,3,2011	1000:1000	6,525	758,525	764,163		47,125	
7,3,2012	1000:1000	-1,4125	762,263	768,638		67,625	
7,3,2013	1000:1000	-3,9375	770,6	777,025	1,275	63,875	
7,3,2014	1000:1000	1,3875	760,962	767,212	0,775	66,5	
7,3,2015	1000:1000	2,1625	765,25	771,438	1,73472e-17	67,125	
7,3,2016	1000:1000	17,875	752,925	758,712	0,1	45,375	
7,3,2017	1000:1000	2,55	765,875	772,125	-0,15	55	
7,3,2018	1000:1000	0,15	763,562	769,863	-0,15	72,375	
7,3,2019	1000:1000	5,525	761,625	768,763	-0,0375	57,5	
7,3,2020	1000:1000	-0,9625	771,488	777,9	0,4125	41	
7,3,2021	1000:1000	5,8125	757,425	763,525	-0,525	54,5	
7,3,2022	1000:1000	2,5375	758,088	764,275	0,5	65	
7,3,2023	1000:1000	15,2857	750,371	756,2	0,6	44,8571	
7,4,2005	1000:1000	6,9125	769,788	775,95		51,625	
7,4,2006	1000:1000	14,9	755,337	760,443		79	
7,4,2007	1000:1000	11,8875	753,525	759,5		72,375	
7,4,2008	1000:1000	14,1375	758,713	764,663		49,625	
7,4,2009	1000:1000	6,875	761,462	767,587		42,25	
7,4,2010	1000:1000	12,7286	758,6	764,557		41	
7,4,2011	1000:1000	16,4875	753,913	759,787		41,375	
7,4,2012	1000:1000	15,85	755,412	761,513		48,375	
7,4,2013	1000:1000	17,7625	754,263	760,113	-0,15	38,375	
7,4,2014	1000:1000	7,3875	771,038	777,2	0,65	61	
7,4,2015	1000:1000	7,9625	762,562	768,7	-0,1125	51,875	
7,4,2016	1000:1000	10	758,475	764,512	0,05	52,25	
7,4,2017	1000:1000	9,9125	762,863	768,925	-0,45	40,375	
7,4,2018	1000:1000	11,2375	762,137	768,175	0,2625	50	
7,4,2019	1000:1000	14,5375	758,888	764,838	-0,5375	47,25	
7,4,2020	1000:1000	6,8125	760,95	766,95	1,175	52,75	
7,4,2021	1000:1000	16,2857	757,425	763,312	-0,1875	50,7143	
7,4,2022	1000:1000	16,6625	755,763	761,675	0,0125	43,625	
7,4,2023	1000:1000	13,6	754,812	760,737	0,2625	59,125	
7,5,2005	1000:1000	18,5875	749,712	755,475		55,875	
7,5,2006	1000:1000	17,675	760,513	766,412		41,5	
7,5,2007	1000:1000	15,15	758,25	764,225		41,125	
7,5,2008	1000:1000	25,9	745,54	751,22		49,4	
7,5,2009	1000:1000	20,575	752,225	757,95		67,625	
7,5,2010	1000:1000	23,1125	749,675	755,388		43,375	
7,5,2011	1000:1000	21,925	755,45	761,263		51,5	
7,5,2012	1000:1000	20,825	757,763	763,562		32,25	
7,5,2013	1000:1000	22,9125	753,5	759,25	-0,4875	35,5	
7,5,2014	1000:1000	28,4	755,95	761,612	-0,1875	42,5	
7,5,2015	1000:1000	23,225	750,612	756,337	-0,3	53,5	
7,5,2016	1000:1000	22,4286	751,771	757,5	-0,2	56,8571	
7,5,2017	1000:1000	21,35	755,312	761,15	-0,4875	34	
7,5,2018	1000:1000	16,6375	759,15	765,012	-0,6	28,25	
7,5,2019	1000:1000	24,55	753,988	759,725	-0,2375	29,5	
7,5,2020	1000:1000	22,475	749,725	755,45	-0,628571	55,125	
7,5,2021	1000:1000	21,6375	754	759,763	0,128571	54,5	
7,5,2022	1000:1000	23,725	754,438	760,163	-0,483333	49,625	
7,5,2023	1000:1000	17,8625	757,388	763,263	0,3	54,875	
7,6,2005	1000:1000	26,975	751,875	757,525		37	
7,6,2006	1000:1000	25,325	754,988	760,713		49,25	
7,6,2007	1000:1000	18,35	753,525	759,325		60,125	
7,6,2008	1000:1000	28,4143	747,571	753,157		29,2857	
7,6,2009	1000:1000	28,675	751,925	757,5		51,375	
7,6,2010	1000:1000	30,0625	750,212	755,788		28,1429	
7,6,2011	1000:1000	26,7375	752,125	757,75		45,5	
7,6,2012	1000:1000	26,15	753,275	758,925		34,875	
7,6,2013	1000:1000	28,4	751,625	757,237	-0,5	35,875	
7,6,2014	1000:1000	26,9125	754,85	759,925	0,0625	48	
7,6,2015	1000:1000	26,7	750,725	756,388	0,0375	53,375	
7,6,2016	1000:1000	27,8	750,312	755,925	0,1625	48,875	
7,6,2017	1000:1000	22,7875	757,45	763,213	-0,725	32	
7,6,2018	1000:1000	30,225	750,562	756,137	0,375	30	
7,6,2019	1000:1000	25,5125	754,913	760,562	-0,3875	33,875	
7,6,2020	1000:1000	23,05	755,35	761,15	0,0625	46,125	
7,6,2021	1000:1000	27,775	748,1	753,7	0,45	30,75	
7,6,2022	1000:1000	30,2625	748,825	754,387	-0,375	35,375	
7,6,2023	1000:1000	29,975	752,25	757,837	0,1125	42,25	
7,7,2005	1000:1000	33,5625	744,4	749,863		41,875	
7,7,2006	1000:1000	25,6875	755,325	761,112		37,125	
7,7,2007	1000:1000	28,625	787,037	755,2		44,75	
7,7,2008	1000:1000	28,0875	750,55	756,163		37,875	
7,7,2009	1000:1000	30,5	747,812	753,363		35,5	
7,7,2010	1000:1000	32,3	750,55	756,1		41,125	
7,7,2011	1000:1000	31,725	752,987	758,525		45,5	
7,7,2012	1000:1000	31,3875	746,95	752,475		39,875	
7,7,2013	1000:1000	27,925	755,7	761,375	-0,2	40,75	
7,7,2014	1000:1000	28,7875	758,6	764,3	-0,2	40,875	
7,7,2015	1000:1000	29,6875	750,1	755,688	-0,2375	40,875	
7,7,2016	1000:1000	29,475	751,925	757,562	-0,0875	39,875	
7,7,2017	1000:1000	30,4875	749,675	755,263	-0,125	37,5	
7,7,2018	1000:1000	32,75	747,188	752,7	0	36,25	
7,7,2019	1000:1000	27,4	748,538	754,175	0,3	48,25	
7,7,2020	1000:1000	30,225	751,487	757,05	-0,2875	42,625	
7,7,2021	1000:1000	34,55	744,687	750,125	0,1625	30	
7,7,2022	1000:1000	22,875	756,175	761,9	0,45	39,5	
7,7,2023	1000:1000	31,15	751,788	757,35	0,0125	32,375	
7,8,2005	1000:1000	31,4875	746,15	751,688		38,875	
7,8,2006	1000:1000	28,5	751,325	756,9		43,5	
7,8,2007	1000:1000	30,175	759,75	755,937		36,875	
7,8,2008	1000:1000	31,56	745,98	751,52		32,4	
7,8,2009	1000:1000	28,525	747,975	753,575		45,125	
7,8,2010	1000:1000	31,1875	750,6	756,171		45,1429	
7,8,2011	1000:1000	26,075	749,5	755,163		40,625	
7,8,2012	1000:1000	29,7375	750,814	756,429		44,125	
7,8,2013	1000:1000	24,2875	750,463	756,15	0,275	63,75	
7,8,2014	1000:1000	29,1625	751,163	756,737	0,15	36,75	
7,8,2015	1000:1000	25,0375	752,213	757,925	1,1125	47	
7,8,2016	1000:1000	29,0125	753,85	759,45	-0,0125	42,125	
7,8,2017	1000:1000	31,5625	754,038	759,637	0,0625	33,5	
7,8,2018	1000:1000	27,9375	751,312	756,95	6,93889e-18	45	
7,8,2019	1000:1000	26,575	753,15	758,813	0,6125	35,875	
7,8,2020	1000:1000	26,2375	750,138	755,812	-0,214286	42,75	
7,8,2021	1000:1000	33,4125	750,85	756,362	0,125	31,625	
7,8,2022	1000:1000	28,075	750,475	756,1		34,75	
7,8,2023	1000:1000	29,575	747,05	752,612	-0,328571	40	
7,9,2005	1000:1000	20,3429	758,757	764,571		49,1429	
7,9,2006	1000:1000	25,075	752,675	758,375		45,625	
7,9,2007	1000:1000	22,5625	753,375	759,125		37,625	
7,9,2008	1000:1000	19,8625	758,788	764,587		49,5	
7,9,2009	1000:1000	16,5625	758,975	764,863		47,375	
7,9,2010	1000:1000	23,525	749,163	754,862		51,375	
7,9,2011	1000:1000	20,75	752,15	757,913		47,125	
7,9,2012	1000:1000	19,925	756,237	762,05		45	
7,9,2013	1000:1000	26,2	756,625	762,35	0,0375	55,875	
7,9,2014	1000:1000	20,8875	757,325	763,125	-0,0625	54,625	
7,9,2015	1000:1000	20,7375	759,087	764,888	-0,1625	43,875	
7,9,2016	1000:1000	22,9375	752,988	758,675	-0,542857	53,625	
7,9,2017	1000:1000	22,6625	753,575	759,338	-0,1875	55	
7,9,2018	1000:1000	19,3125	755,675	761,487	0,1	42	
7,9,2019	1000:1000	18,025	755,712	761,55	-0,2625	47,875	
7,9,2020	1000:1000	16,125	761,275	767,175	-0,0625	50,25	
7,9,2021	1000:1000	24,2125	755,75	761,487	-0,025	45,875	
7,9,2022	1000:1000	17,5857	756,614	762,457	0,471429	44,5714	
7,9,2023	1000:1000	21	752,087	757,812	-0,733333	45,5	
7,10,2005	1000:1000	16,325	759,938	765,8		64,25	
7,10,2006	1000:1000	14,225	759,675	765,638		56,875	
7,10,2007	1000:1000	10,9875	762,388	768,462		51	
7,10,2008	1000:1000	17,1375	756,525	762,425		57	
7,10,2009	1000:1000	15,825	757,05	763		50,375	
7,10,2010	1000:1000	11	760,262	766,262		57,75	
7,10,2011	1000:1000	17,6875	758,462	764,35		56	
7,10,2012	1000:1000	13,0375	761,788	767,763		47,875	
7,10,2013	1000:1000	10,7375	762,538	768,575	0,825	54,25	
7,10,2014	1000:1000	7,9125	762,938	769,075	0,35	56	
7,10,2015	1000:1000	18,1875	751,025	756,85	-0,65	42,125	
7,10,2016	1000:1000	15,775	762,025	767,975	0,2375	50,25	
7,10,2017	1000:1000	7,7375	765,062	771,188	-0,225	42,625	
7,10,2018	1000:1000	9,0625	769,337	775,475	0,475	52,125	
7,10,2019	1000:1000	15,6	753,737	759,637	0,3625	42,5	
7,10,2020	1000:1000	6,6375	767,638	773,8	-0,1375	44,125	
7,10,2021	1000:1000	6,5125	768,112	774,262	0,0125	39	
7,10,2022	1000:1000	13,2625	759,625	765,587	-0,15	42,875	
7,10,2023	1000:1000	15,1	758,762	764,725	-0,075	57,875	
7,11,2005	1000:1000	5,75	762,175	768,275		65,25	
7,11,2006	1000:1000	11,6125	755,112	761,087		87,125	
7,11,2007	1000:1000	10,1	753,062	758,988		57	
7,11,2008	1000:1000	9,075	756,675	762,725		66,125	
7,11,2009	1000:1000	3,2625	765,738	771,963		80,125	
7,11,2010	1000:1000	11,475	759,5	765,5		62,625	
7,11,2011	1000:1000	-4,525	762,775	769,15		61,875	
7,11,2012	1000:1000	6,7375	759,812	765,925		53,875	
7,11,2013	1000:1000	6,025	766	772,175	-0,175	55,125	
7,11,2014	1000:1000	1,55	763,738	770	0,7125	81,25	
7,11,2015	1000:1000	3,6625	760,575	766,737	1,15	71,375	
7,11,2016	1000:1000	3,65	767,5	773,725	0,5875	54,375	
7,11,2017	1000:1000	6,8625	766,825	772,975	0,05	64,125	
7,11,2018	1000:1000	4,825	761,812	768,012	0,8625	55,375	
7,11,2019	1000:1000	2,6875	765,225	771,5	-0,1625	50,625	
7,11,2020	1000:1000	10,4375	754,812	760,762	-0,1875	48,75	
7,11,2021	1000:1000	-0,25	765,95	772,3	-0,5875	32,375	
7,11,2022	1000:1000	4,15	760,1	766,213	0,433333	89,375	
7,12,2005	1000:1000	-2,0875	768,125	774,462		67,875	
7,12,2006	1000:1000	-1,1875	768,15	774,488		87,875	
7,12,2007	1000:1000	0,3875	768,163	774,487		81,5	
7,12,2008	1000:1000	0,3125	765,025	770,588		57,625	
7,12,2009	1000:1000	-1,5	760,438	766,75		92,75	
7,12,2010	1000:1000	-2,5	762,25	768,625		55,875	
7,12,2011	1000:1000	-8,9375	769,613	776,225		71,5	
7,12,2012	1000:1000	5,5625	754,675	760,775		70	
7,12,2013	1000:1000	-0,55	759,7	765,938	0,3875	60,5	
7,12,2014	1000:1000	-12,85	777,062	783,75	1,575	62,875	
7,12,2015	1000:1000	0,375	764,225	770,525	-0,8	63,75	
7,12,2016	1000:1000	-1,4375	763,237	769,562	0,15	72	
7,12,2017	1000:1000	0,75	754,937	761,1	-0,9125	69,625	
7,12,2018	1000:1000	1,3875	754,65	760,825	-0,5625	59,625	
7,12,2019	1000:1000	-3,775	769,288	775,737	-0,5875	70	
7,12,2020	1000:1000	-13,9875	771,888	778,6	-0,025	57,25	
7,12,2021	1000:1000	1,125	764,337	770,6	0,775	76,25	
7,12,2022	1000:1000	-11,5	770,238	776,9	0,1375	65,5	
8,1,2006	1000:1000	-9,6	760,375	766,85		79,875	
8,1,2007	1000:1000	-0,1375	759,888	766,163		82,125	
8,1,2008	1000:1000	-17,4625	769,375	776,15		70,75	
8,1,2009	1000:1000	-6,8125	764,213	770,712		84,5	
8,1,2010	1000:1000	-9,1625	774,575	781,2		68,375	
8,1,2011	1000:1000	-13,0625	769,525	776,162		52,75	
8,1,2012	1000:1000	-8,775	766,325	772,838		67	
8,1,2013	1000:1000	-4,7875	754,562	760,9		68	
8,1,2014	1000:1000	-10,0625	768,362	774,938	0,44	65,75	
8,1,2015	1000:1000	2,0625	750,65	756,675	0,9375	78,625	
8,1,2016	1000:1000	0,7375	757,95	764,2	-0,5	76,5	
8,1,2017	1000:1000	-0,1375	764,263	770,55	-0,225	63,875	
8,1,2018	1000:1000	-1,2875	766,913	772,837	0,2125	83,25	
8,1,2019	1000:1000	-0,3	755,562	761,837	1,4	94,875	
8,1,2020	1000:1000	-3,925	765,287	771,675	-0,4125	81,625	
8,1,2021	1000:1000	-7,975	772,7	779,262	-0,416667	61,875	
8,1,2022	1000:1000	-0,8375	762,788	769,1	-4,85723e-17	95,125	
8,1,2023	1000:1000	-3,6	760,55	766,9	1,5375	65	
8,2,2005	1000:1000	-10,2125	765,85	772,388		69,5	
8,2,2006	1000:1000	3,975	754,938	761,075		88,875	
8,2,2007	1000:1000	5,8125	758,825	764,938		96,375	
8,2,2008	1000:1000	-8,4125	773,363	779,925		65,875	
8,2,2009	1000:1000	3,8375	756,263	762,438		73,125	
8,2,2010	1000:1000	-17,6625	769,987	776,788		76,75	
8,2,2011	1000:1000	-0,4375	757,113	763,413		87,25	
8,2,2012	1000:1000	-6,1625	761,362	767,8		62,875	
8,2,2013	1000:1000	4,525	760,013	766,2	0,375	66	
8,2,2014	1000:1000	-16,7375	768,962	775,737	0,75	67,5	
8,2,2015	1000:1000	4,1125	750,462	756,563	-0,2125	61,125	
8,2,2016	1000:1000	0,866667	761,467	767,733	1,4	61,6667	
8,2,2017	1000:1000	-2,525	761,837	769,125	0,4	61,375	
8,2,2018	1000:1000	-7,625	772,887	779,475	-0,525	68,5	
8,2,2019	1000:1000	2,1375	762,25	768,488	-1,0375	56,25	
8,2,2020	1000:1000	13,6	747,762	753,625	-0,45	42,625	
8,2,2021	1000:1000	1,1375	759,325	765,575	1,1625	60,375	
8,2,2022	1000:1000	1,775	760,738	766,963	-0,133333	88,75	
8,2,2023	1000:1000	0,3625	754,087	760,3	0,3625	74,875	
8,3,2005	1000:1000	7,21429	757,286	763,357		71,7143	
8,3,2006	1000:1000	10,6375	759,713	765,725		53,375	
8,3,2007	1000:1000	0,35	760,55	766,8		69	
8,3,2008	1000:1000	6,0125	760,537	766,688		60,375	
8,3,2009	1000:1000	0,2	762,225	768,487		69,125	
8,3,2010	1000:1000	8,875	754,437	760,675		65,875	
8,3,2011	1000:1000	11,3	757,9	763,9		47,875	
8,3,2012	1000:1000	-1,6375	762,125	768,45		75,125	
8,3,2013	1000:1000	-2,175	768,013	774,425	-1,0625	67,125	
8,3,2014	1000:1000	-2,9125	769,95	776,35	1,125	62,75	
8,3,2015	1000:1000	2,9125	762,225	768,45	-0,55	74,625	
8,3,2016	1000:1000	10,45	756,783	762,783	0,4	58	
8,3,2017	1000:1000	3,575	765,8	772,05	0,05	52,875	
8,3,2018	1000:1000	3,0875	755,9	762,075	-1,275	67,5	
8,3,2019	1000:1000	7,075	764,175	770,4	0,525	58	
8,3,2020	1000:1000	-0,1875	770,812	777,188	-0,3375	38	
8,3,2021	1000:1000	1,55	761,225	767,475	0,825	56,125	
8,3,2022	1000:1000	2,525	758,712	764,937	-0,7125	59,875	
8,3,2023	1000:1000	6,875	763,238	769,362	0,9375	61,25	
8,4,2005	1000:1000	8,71429	768,314	774,4		43,7143	
8,4,2006	1000:1000	10,04	760,3	766,3		53,6	
8,4,2007	1000:1000	13,4286	751,737	757,663		67,7143	
8,4,2008	1000:1000	14,625	757,737	763,65		39,75	
8,4,2009	1000:1000	11,3	754,05	760,2		40,125	
8,4,2010	1000:1000	13,7875	759,437	765,4		45,5	
8,4,2011	1000:1000	14,375	752,725	758,575		56,875	
8,4,2012	1000:1000	17,4375	753,05	758,9		50,25	
8,4,2013	1000:1000	19,2625	754,675	760,587	0,1625	41,75	
8,4,2014	1000:1000	10,5	765,325	771,413	-1,5125	51,75	
8,4,2015	1000:1000	14,0125	758,475	764,375	-0,6625	47	
8,4,2016	1000:1000	8,6625	758,938	765,012	0,2375	53,375	
8,4,2017	1000:1000	13,3875	758,688	764,637	-0,575	40,375	
8,4,2018	1000:1000	11,025	762,412	768,475	-0,35	53	
8,4,2019	1000:1000	16,25	754,087	760	-0,6	45,25	
8,4,2020	1000:1000	3,8875	765,675	771,913	0,6	59,125	
8,4,2021	1000:1000	19,55	755,837	761,688	-0,1875	51,5	
8,4,2022	1000:1000	18,725	753,425	759,25	-0,55	34,5	
8,4,2023	1000:1000	17,6625	754,087	759,912	-0,1375	49,375	
8,5,2005	1000:1000	21,5375	751,95	757,825		44,5	
8,5,2006	1000:1000	18,6875	757,375	763,25		33,75	
8,5,2007	1000:1000	14,5375	764,775	770,75		42,75	
8,5,2008	1000:1000	18,475	750,425	756,212		59,5	
8,5,2009	1000:1000	21,575	752,075	757,825		52,5	
8,5,2010	1000:1000	21,725	749,712	755,425		52,125	
8,5,2011	1000:1000	18,9875	757,187	763,062		51,375	
8,5,2012	1000:1000	21,6125	757,075	763,063		31,375	
8,5,2013	1000:1000	20,3125	753,175	758,938	0,475	43,125	
8,5,2014	1000:1000	26,875	757,938	763,587	0,6625	42,75	
8,5,2015	1000:1000	18,9	748,987	754,788	0,3	78,375	
8,5,2016	1000:1000	21,4667	752,917	758,667	0,4	75,5	
8,5,2017	1000:1000	25,2	751,462	757,113	-0,614286	44,5	
8,5,2018	1000:1000	18,0375	755,037	760,913	-0,5125	31,5	
8,5,2019	1000:1000	25,3	751,862	757,438	-0,325	28,625	
8,5,2020	1000:1000	19,9375	748,15	753,9	-0,0571429	77,625	
8,5,2021	1000:1000	20,2625	755,987	761,85	0,15	49,125	
8,5,2022	1000:1000	22,125	752,3	758,025	-0,375	66	
8,5,2023	1000:1000	21,5375	756,562	762,325	-0,3125	47,5	
8,6,2005	1000:1000	22,975	751,662	757,413		53,375	
8,6,2006	1000:1000	27,2	753,013	758,65		51,625	
8,6,2007	1000:1000	23,25	754,05	759,775		50,625	
8,6,2008	1000:1000	26,625	747,7	755,237		35,75	
8,6,2009	1000:1000	29,9875	752,475	758,025		34,875	
8,6,2010	1000:1000	30	749,85	755,425		38,375	
8,6,2011	1000:1000	26,8	752,462	758,1		45,125	
8,6,2012	1000:1000	27,2	752,325	757,962		44	
8,6,2013	1000:1000	26,95	747,143	752,757	-0,5	46,375	
8,6,2014	1000:1000	28,925	755,275	760,937	0,1	44	
8,6,2015	1000:1000	21,7125	756,863	764,5	1	54,375	
8,6,2016	1000:1000	28,425	748,837	754,437	-0,8125	43,25	
8,6,2017	1000:1000	25,775	751,387	757,038	-0,5125	32	
8,6,2018	1000:1000	25,1125	753,762	759,45	0,275	31,5	
8,6,2019	1000:1000	25,15	754,613	760,312	0,1625	32,375	
8,6,2020	1000:1000	25,85	754,612	760,325	-0,125	45,625	
8,6,2021	1000:1000	27,225	752,675	758,263	0,333333	34,5	
8,6,2022	1000:1000	27,3	749,625	755,1	0,375	32,375	
8,6,2023	1000:1000	25,4375	755,213	760,925	0,428571	47,5	
8,7,2005	1000:1000	30,7625	749,4	754,975		38,125	
8,7,2006	1000:1000	27,15	753,888	759,563		39,125	
8,7,2007	1000:1000	29,4875	749,075	754,65		48,75	
8,7,2008	1000:1000	30,6143	750,943	756,557		33,2857	
8,7,2009	1000:1000	27,075	752,238	757,862		34,125	
8,7,2010	1000:1000	33,175	749,729	755,243		39	
8,7,2011	1000:1000	31,5625	754,475	760,013		55,75	
8,7,2012	1000:1000	29,7125	746,187	751,737		46,75	
8,7,2013	1000:1000	28,725	753,475	759,112	-0,15	42,25	
8,7,2014	1000:1000	29,7375	756,462	762,287	-0,275	40,5	
8,7,2015	1000:1000	27,3875	752,175	757,788	0,45	39	
8,7,2016	1000:1000	30,45	750,562	756,113	-0,1375	46,25	
8,7,2017	1000:1000	31,9875	747,637	753,188	0,125	32,125	
8,7,2018	1000:1000	33,3	747,688	753,2	-2,77556e-17	36,125	
8,7,2019	1000:1000	29,1375	749,825	755,438	-0,0571429	46,25	
8,7,2020	1000:1000	30,325	749,312	754,887	-0,225	41,5	
8,7,2021	1000:1000	28,95	749,988	755,613	0,7625	32,875	
8,7,2022	1000:1000	26,5625	754,75	761,35	-0,3625	33,75	
8,7,2023	1000:1000	31,3	751,95	757,5	0,0375	32,625	
8,8,2005	1000:1000	31,8	745,688	751,2		42,875	
8,8,2006	1000:1000	30,4625	749,188	754,75		46,625	
8,8,2007	1000:1000	29,35	749,4	754,962		41,5	
8,8,2008	1000:1000	27,5286	748,457	754,1		42,7143	
8,8,2009	1000:1000	26,2625	746,463	752,075		45,75	
8,8,2010	1000:1000	29,55	750	755,575		47,125	
8,8,2011	1000:1000	23,95	753,388	759,113		45,5	
8,8,2012	1000:1000	29,825	751,063	756,625		45	
8,8,2013	1000:1000	26,0625	751,8	757,462	-0,2	58,5	
8,8,2014	1000:1000	29,3875	750,663	755,962	-0,1625	41,875	
8,8,2015	1000:1000	24,475	757,85	763,587	0,175	50,75	
8,8,2016	1000:1000	29,0125	753,525	759,062	-0,1375	40	
8,8,2017	1000:1000	31,25	754,363	759,963	-0,142857	35,375	
8,8,2018	1000:1000	29,8	751,037	756,587	-0,05	40,75	
8,8,2019	1000:1000	25,575	755,425	761,138	0,0125	33,375	
8,8,2020	1000:1000	27,2	748,037	753,638	-0,375	46,875	
8,8,2021	1000:1000	29,75	753,262	758,837	0,275	37,875	
8,8,2022	1000:1000	28,54	751,76	757,36	0,35	28,6	
8,8,2023	1000:1000	28,125	748,087	753,7	0,1875	41,25	
8,9,2005	1000:1000	20,1875	760,438	766,262		52,125	
8,9,2006	1000:1000	21,225	754,587	760,363		60	
8,9,2007	1000:1000	24,5	753,487	759,15		39,5	
8,9,2008	1000:1000	22,45	756,625	762,438		53,25	
8,9,2009	1000:1000	16,5875	760,225	766,137		47,625	
8,9,2010	1000:1000	21,3375	750,875	756,6		52,5	
8,9,2011	1000:1000	20,175	753,612	759,375		46,25	
8,9,2012	1000:1000	20,1875	754,95	760,75		47,875	
8,9,2013	1000:1000	27,5125	755,938	761,638	1,38778e-17	54,25	
8,9,2014	1000:1000	22,2625	757,525	763,025	0,0375	50,75	
8,9,2015	1000:1000	22,8625	758,538	764,337	-0,0375	43,625	
8,9,2016	1000:1000	23,0875	753,225	758,487	0,342857	57,625	
8,9,2017	1000:1000	23,5375	753,762	759,488	0,125	51,625	
8,9,2018	1000:1000	18,675	756,525	762,387	0,075	37,875	
8,9,2019	1000:1000	19,15	756,062	761,925	0,275	46,875	
8,9,2020	1000:1000	17,775	759,462	765,362	-0,2	48,875	
8,9,2021	1000:1000	21,35	759,075	764,888	0,75	44,75	
8,9,2022	1000:1000	18,3375	759,275	765,138	0,0857143	51,75	
8,9,2023	1000:1000	21,9375	750,3	756,025	0,375	47,75	
8,10,2005	1000:1000	17,55	759,587	765,488		54,375	
8,10,2006	1000:1000	15,2625	757,488	763,4		53,75	
8,10,2007	1000:1000	12,525	763,212	769,263		46,875	
8,10,2008	1000:1000	16,975	755,775	761,7		49	
8,10,2009	1000:1000	12,9	760,15	767,087		46,625	
8,10,2010	1000:1000	11,05	763,113	769,262		55,875	
8,10,2011	1000:1000	15,5	760,425	766,325		69,875	
8,10,2012	1000:1000	15,0375	760,375	766,35		44,875	
8,10,2013	1000:1000	9,6125	764,737	770,712	-0,15	64,375	
8,10,2014	1000:1000	6,55714	768,043	774,229	0,55	53,8571	
8,10,2015	1000:1000	23,4875	746,712	752,275	0,25	46,5	
8,10,2016	1000:1000	14,0125	762,737	768,725	-0,05	55	
8,10,2017	1000:1000	10,725	762,45	768,562	-0,525	36	
8,10,2018	1000:1000	8,0375	768,913	774,138	-0,4375	49,5	
8,10,2019	1000:1000	16,0375	759,062	764,975	0,5375	45,875	
8,10,2020	1000:1000	9,1625	767,512	773,613	0,2125	47,375	
8,10,2021	1000:1000	6,5125	764,988	771,15	-0,6125	46,25	
8,10,2022	1000:1000	12,85	762,525	768,55	0,45	48,625	
8,10,2023	1000:1000	15,9375	758,113	764,038	0,075	57	
8,11,2005	1000:1000	6,0125	760,775	766,914		65,5	
8,11,2006	1000:1000	10,4	752,6	758,414		91	
8,11,2007	1000:1000	2,05	761,188	767,388		73,5	
8,11,2008	1000:1000	0,875	767	773,275		67,125	
8,11,2009	1000:1000	-1,45	769,575	776,462		76,375	
8,11,2010	1000:1000	11,125	761,725	767,725		57,5	
8,11,2011	1000:1000	-6,85	770,462	777,013		57,625	
8,11,2012	1000:1000	6,9375	757,075	763,188		57,375	
8,11,2013	1000:1000	6,325	763,675	769,825	-0,2875	52,5	
8,11,2014	1000:1000	2,225	771,688	778,013	0,8875	68	
8,11,2015	1000:1000	2,9375	766,337	772,562	0,25	62,875	
8,11,2016	1000:1000	2,775	767,9	774,137	-0,2625	54,125	
8,11,2017	1000:1000	8,5375	765,013	771,1	-0,4	63,375	
8,11,2018	1000:1000	4,2625	765,412	771,613	-0,1	60,75	
8,11,2019	1000:1000	6,575	766,312	772,45	0,2625	45,25	
8,11,2020	1000:1000	8,675	760,1	766,15	1,1375	58,5	
8,11,2021	1000:1000	1,65	765,112	771,4	0,225	41,625	
8,11,2022	1000:1000	0,6625	766,812	773,112	0,828571	83,125	
8,12,2005	1000:1000	-6,3125	772,062	778,6		74,75	
8,12,2006	1000:1000	-0,9625	767,175	773,525		78,875	
8,12,2007	1000:1000	0,4125	758,612	764,838		79,375	
8,12,2008	1000:1000	-3,27143	759,8	766,171		58,4286	
8,12,2009	1000:1000	-7,125	766,188	772,613		69,5	
8,12,2010	1000:1000	1,3125	760,825	767,263		56,5	
8,12,2011	1000:1000	-8,9625	767,362	773,888		70,625	
8,12,2012	1000:1000	4,8	758,65	764,788		70,5	
8,12,2013	1000:1000	1,825	757,175	763,362	-0,725	63,75	
8,12,2014	1000:1000	-9,6625	777,25	783,9	-0,8625	63	
8,12,2015	1000:1000	4,05714	756,186	762,314	-1,38333	66	
8,12,2016	1000:1000	-3,45	762,888	769,263	0,4875	71	
8,12,2017	1000:1000	-0,6625	752,275	758,525	0,171429	88,625	
8,12,2018	1000:1000	-0,3	754,087	760,338	0,271429	58,25	
8,12,2019	1000:1000	2,875	762,087	768,362	-1,1625	43,75	
8,12,2020	1000:1000	-12,2375	770,886	777,45	-0,2	56,125	
8,12,2021	1000:1000	-2,1875	768,275	774,6	0,0375	79,875	
8,12,2022	1000:1000	-13,2	772,413	779,1	0,4	65,25	
9,1,2006	1000:1000	-9,75	761,225	767,788		74,75	
9,1,2007	1000:1000	0,2875	764,7	771		94,75	
9,1,2008	1000:1000	-14,0875	768,062	774,663		72,125	
9,1,2009	1000:1000	-6,7125	760,488	766,862		86,75	
9,1,2010	1000:1000	-12,725	778,362	785,05		67,75	
9,1,2011	1000:1000	-11,7	768,157	774,743		55,125	
9,1,2012	1000:1000	-8,45	762,625	769,113		67,75	
